"","i","j","t","prob","collabType"
"486","10","97","2","0.000117920962417314","INTERNATIONAL"
"487","10","99","2","0.000117920962417314","INTERNATIONAL"
"488","10","100","2","0.000117920962417314","INTERNATIONAL"
"489","10","101","2","0.000117920962417314","INTERNATIONAL"
"490","10","102","2","0.000117920962417314","INTERNATIONAL"
"491","10","103","2","0.00233511006910861","INTERNATIONAL"
"492","10","115","2","0.000117920962417314","INTERNATIONAL"
"493","10","117","2","0.000117920962417314","INTERNATIONAL"
"494","10","118","2","0.000117920962417314","INTERNATIONAL"
"495","10","119","2","0.000117920962417314","INTERNATIONAL"
"496","10","120","2","0.000117920962417314","INTERNATIONAL"
